variant,metric_01,metric_02,metric_03,metric_04,metric_05,metric_06,metric_07,metric_08,metric_09,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20
A,34.943,56.471,47.119,44.873,46.585,49.473,53.769,54.645,51.567,47.304,68.919,46.161,43.053,49.416,47.447,43.29,41.05,45.083,45.237,58.911
A,48.759,46.053,71.748,45.167,58.681,47.638,38.078,48.935,54.574,51.15,54.377,51.121,51.655,41.539,49.087,39.773,52.891,80.503,48.327,30.644
A,56.118,61.839,57.188,45.914,59.268,52.846,45.824,49.872,46.474,46.428,51.508,45.699,48.076,62.296,70.765,58.006,51.94,43.154,44.636,40.468
A,52.726,54.828,51.986,60.375,60.311,35.496,61.362,51.293,58.491,69.15,52.4,57.258,36.688,45.875,42.423,33.081,39.157,50.308,41.022,34.162
A,34.995,41.276,37.052,37.51,31.458,54.001,29.062,53.435,61.027,56.185,44.917,37.633,54.207,59.534,48.178,69.373,45.908,51.487,50.01,46.723
A,50.13,45.41,57.473,45.75,47.092,62.693,48.215,43.366,47.631,45.054,51.639,43.784,31.14,74.663,40.458,44.707,38.184,52.51,54.505,52.16
A,48.387,39.234,44.02,30.86,30.104,36.575,54.8,46.957,39.765,53.553,61.884,46.65,40.018,47.127,41.158,53.77,42.986,54.385,39.573,32.241
A,52.32,72.169,34.125,52.87,44.881,43.397,44.634,34.48,69.341,42.449,52.751,40.328,65.863,43.929,54.853,48.687,47.709,53.879,36.691,63.376
A,49.937,53.222,65.136,42.77,38.601,38.647,48.253,39.026,53.41,37.007,57.708,49.989,52.539,46.089,49.549,32.941,54.432,47.868,39.921,41.359
A,44.554,63.37,52.984,56.524,46.2,56.724,39.803,52.377,38.948,68.437,48.731,61.87,48.955,74.346,57.016,47.696,42.394,54.493,61.95,51.499
A,50.247,55.501,47.798,49.906,53.155,48.535,47.168,73.562,48.782,49.15,38.584,49.078,38.594,57.209,48.729,38.582,61.668,33.525,52.179,34.251
A,58.046,51.993,57.01,59.405,52.135,43.333,51.518,54.253,42.13,44.428,46.07,50.429,36.685,61.817,61.728,31.44,59.112,56.772,34.755,43.967
A,47.779,51.229,40.734,40.172,67.516,50.326,37.638,41.982,62.317,42.956,41.419,43.891,54.516,44.569,45.179,25.115,43.613,55.999,56.406,38.013
A,47.795,52.201,53.067,28.474,38.285,47.39,64.591,51.022,56.639,61.251,48.335,57.738,44.829,70.342,41.794,58.077,49.302,40.498,62.665,51.596
A,52.678,50.02,53.624,57.324,47.055,46.973,55.543,48.534,50.591,48.003,61.858,47.046,61.309,42.424,37.53,19.999,46.24,41.264,45.43,81.892
A,52.872,40.427,72.512,39.518,29.804,55.643,40.515,56.161,28.403,50.963,63.131,48.38,56.783,44.776,58.571,40.76,42.091,31.008,59.709,29.659
A,39.746,35.605,72.396,59.771,45.996,39.648,42.033,54.252,39.157,64.059,60.263,42.989,57.567,66.827,34.377,56.766,41.163,44.21,43.598,54.184
A,58.251,56.006,41.954,52.317,52.189,48.498,54.643,51.752,57.687,59.83,49.574,49.895,44.394,37.362,51.124,39.971,41.177,67.375,50.505,50.246
A,43.78,45.371,39.451,67.003,68.486,39.554,49.529,62.394,61.356,54.914,50.73,39.435,40.053,29.8,59.355,45.599,59.552,39.515,73.571,49.79
A,65.978,42.307,37.407,59.816,62.101,70.364,46.87,51.132,63.01,42.004,63.041,40.244,60.497,62.554,56.539,53.554,49.519,50.95,55.447,48.586
A,49.673,45.514,57.707,39.686,52.019,54.113,40.41,41.788,46.561,60.556,51.762,70.841,47.603,48.568,38.74,29.365,45.246,46.698,32.636,55.761
A,49.181,58.65,35.905,44.942,48.738,48.141,42.607,43.628,47.132,33.263,42.717,51.643,52.323,57.627,52.41,52.329,63.218,45.905,24.524,45.162
A,40.74,56.079,49.003,57.946,51.648,57.311,54.879,58.429,41.811,52.791,58.601,57.657,30.213,53.249,55.994,42.63,63.822,55.12,47.562,43.748
A,55.803,35.689,39.664,35.3,59.294,47.467,49.039,54.046,50.77,48.792,68.963,57.05,47.014,53.333,54.785,45.317,41.22,62.477,46.265,58.996
A,64.139,59.872,55.464,55.58,39.962,37.95,55.722,78.734,48.642,52.063,60.283,53.602,44.458,26.691,47.202,50.824,42.961,39.738,56.049,53.358
A,51.85,34.921,42.687,46.107,53.103,62.68,61.21,41.521,43.214,43.702,37.254,52.22,41.391,40.036,54.334,65.677,42.808,57.096,57.638,49.242
A,58.066,54.727,54.75,55.353,70.661,38.485,63.204,46.024,30.718,31.099,55.509,44.849,80.152,68.989,48.451,66.879,51.539,43.953,41.903,39.547
A,42.469,57.053,60.475,52.027,46.904,65.059,40.834,43.776,57.633,62.872,59.956,39.65,61.878,48.165,47.796,32.017,43.117,48.38,46.959,42.821
A,60.101,48.191,55.578,28.062,41.023,55.168,54.553,61.498,60.334,46.071,47.142,57.398,64.91,41.07,56.985,58.394,40.138,62.576,45.417,36.003
A,61.14,45.028,50.987,54.33,49.125,39.516,60.082,47.102,58.207,51.55,57.81,42.234,47.625,40.65,33.536,39.549,62.94,54.431,53.553,51.24
A,71.263,32.399,42.705,44.53,52.655,43.777,61.573,47.392,31.849,47.789,49.25,43.195,50.727,63.471,49.796,63.321,32.251,30.472,40.981,63.17
A,57.402,45.448,31.2,67.921,46.359,50.778,63.693,43.349,50.945,39.753,67.027,60.065,35.041,53.532,63.676,58.514,43.224,50.726,54.194,53.233
A,42.558,51.319,47.434,43.112,39.809,53.542,53.531,31.972,45.866,63.945,39.247,44.857,27.692,42.728,48.87,58.942,39.934,32.286,65.111,46.925
A,52.755,50.554,60.91,59.65,40.725,56.741,53.817,44.427,52.319,61.584,70.207,46.133,51.537,47.226,39.393,49.451,50.769,47.295,34.624,42.62
A,37.923,56.199,53.809,73.562,51.905,50.374,50.245,73.646,52.925,49.877,49.868,52.871,30.539,48.069,64.304,54.938,54.108,50.162,68.906,48.647
A,61.268,50.86,26.317,41.851,42.327,41.477,53.53,48.196,26.49,38.127,47.711,44.383,55.66,41.199,39.203,53.101,39.319,54.261,73.035,52.426
A,40.617,47.192,41.238,47.319,62.857,59.828,43.094,46.407,46.822,54.214,46.381,63.209,72.661,46.431,50.485,47.443,51.268,57.839,38.765,43.222
A,34.777,35.985,59.35,34.322,47.125,31.656,58.35,49.539,47.435,59.011,57.637,47.895,57.856,42.482,57.888,48.155,66.396,57.994,60.993,73.448
A,37.869,53.709,55.741,54.527,75.487,71.037,55.239,40.463,52.724,58.782,57.172,41.678,52.813,37.958,57.896,50.001,43.127,36.325,41.143,56.01
A,58.803,47.193,54.248,54.066,65.686,57.713,44.927,60.973,43.029,48.317,39.207,48.651,42.052,35.47,49.431,62.158,50.088,59.351,53.953,59.52
A,45.481,52.76,48.453,43.041,44.633,51.552,45.564,52.679,64.275,44.648,46.275,52.069,66.575,42.0,49.415,64.635,41.682,58.253,53.756,46.064
A,82.053,59.294,47.045,53.487,32.411,56.994,44.542,66.195,50.084,59.82,59.144,26.523,55.339,42.178,41.247,32.879,54.402,75.302,61.414,39.834
A,47.555,51.758,44.119,62.856,24.921,62.055,45.111,34.573,47.372,58.865,53.439,60.948,55.832,40.255,44.845,59.331,42.483,40.634,34.035,44.124
A,43.341,80.826,46.028,39.204,32.455,51.347,40.062,51.376,57.024,48.897,38.626,49.24,42.692,34.129,54.411,51.962,31.531,64.304,53.613,52.032
A,49.566,35.161,26.98,52.375,59.617,46.942,28.022,41.709,38.625,62.43,53.345,63.855,40.033,55.394,66.862,44.058,46.427,63.494,52.688,50.93
A,55.419,60.905,46.411,51.018,55.135,48.089,42.463,68.754,40.608,47.364,61.309,61.059,61.309,51.883,39.713,54.408,30.566,56.21,54.511,54.89
A,47.675,47.097,50.317,51.251,41.154,42.247,64.424,75.373,49.865,47.109,54.915,56.077,52.656,48.864,48.52,46.703,39.74,51.711,52.756,53.322
A,43.088,59.031,61.762,50.919,40.513,73.731,32.563,61.067,51.826,48.152,37.057,36.112,44.919,47.645,82.815,45.267,63.306,54.156,58.293,62.001
A,50.9,25.531,54.558,42.478,53.766,48.555,53.385,50.355,43.553,30.53,43.874,58.805,48.322,48.791,47.482,46.944,55.536,69.3,53.497,43.155
A,34.12,38.792,60.137,46.93,47.833,42.284,43.029,47.862,39.198,65.63,46.734,56.525,38.312,61.013,49.382,64.522,50.293,44.218,55.156,58.876
A,62.526,49.496,60.989,65.197,47.859,53.449,39.841,48.488,50.027,55.236,25.403,47.208,61.3,36.079,46.939,68.231,59.036,64.781,47.635,39.227
A,50.603,45.054,62.601,36.574,42.056,55.945,32.688,41.042,50.927,54.04,64.375,49.971,36.352,78.004,45.51,28.636,52.493,57.518,49.516,41.5
A,73.603,66.649,64.171,52.751,49.084,45.778,64.081,50.332,63.76,44.102,62.198,47.929,66.451,39.501,28.843,49.242,49.485,57.941,64.546,37.416
A,49.492,41.396,64.664,36.348,36.338,21.686,30.978,47.552,56.561,39.482,55.598,57.705,62.64,41.507,57.636,37.636,58.472,54.974,46.171,50.929
A,37.748,45.766,48.174,38.552,62.122,65.926,59.39,40.731,48.383,51.313,56.182,44.324,45.696,55.398,64.154,38.8,33.724,60.606,46.242,59.006
A,44.838,47.897,55.88,41.272,51.786,43.313,43.228,52.747,58.885,45.361,49.435,27.729,46.415,39.302,42.986,51.797,54.087,38.478,34.921,42.763
A,60.243,44.233,47.281,61.146,49.635,58.314,48.122,53.334,47.821,49.474,42.951,60.339,63.413,56.389,50.383,47.35,53.13,56.382,58.405,30.373
A,46.138,57.464,48.786,46.514,43.892,42.483,49.04,58.626,52.211,29.723,53.393,40.54,42.218,40.229,47.588,50.051,51.901,35.403,39.724,45.342
A,60.057,52.024,31.201,59.817,46.738,35.842,38.531,55.787,45.572,32.448,59.914,44.014,45.965,68.863,48.685,67.488,43.524,47.437,34.6,52.806
A,54.405,43.901,48.759,57.933,42.444,49.413,50.852,38.448,49.757,32.291,56.405,45.324,50.187,54.878,53.445,44.02,51.282,41.636,57.96,48.842
A,49.944,19.316,53.925,40.735,48.96,28.824,53.026,53.369,40.556,52.63,28.855,38.64,61.832,61.541,58.835,55.61,43.708,62.529,66.221,48.688
A,45.952,51.716,42.901,57.972,52.155,71.511,44.943,48.916,50.027,62.034,54.483,50.934,66.543,66.174,60.048,50.291,43.857,38.199,54.94,61.55
A,23.119,57.215,56.175,50.443,49.612,42.218,46.761,41.035,51.268,49.669,62.67,32.683,47.194,37.925,55.113,61.159,40.449,43.03,46.734,40.738
B,44.171,42.588,54.723,61.188,54.026,60.719,45.103,48.622,43.655,48.767,51.456,49.422,41.7,46.481,43.989,58.217,32.569,73.359,47.837,52.156
B,44.6,53.896,60.488,41.226,44.337,51.431,55.12,25.277,36.952,54.317,43.601,75.611,58.757,50.03,39.792,61.699,57.722,27.386,45.562,44.499
B,52.786,46.622,41.547,38.101,63.126,52.938,45.984,67.47,29.282,51.609,56.39,63.54,49.782,35.948,57.132,68.559,32.414,57.253,57.539,52.489
B,43.547,57.805,31.707,64.072,53.221,53.667,45.313,57.177,38.999,67.945,46.223,39.177,44.763,58.452,43.802,44.257,40.871,28.932,38.109,59.839
B,56.3,44.963,47.86,48.934,62.77,37.261,39.253,33.306,43.966,58.961,51.344,54.268,45.828,51.131,52.959,45.266,72.39,63.982,61.951,53.896
B,45.686,61.624,36.929,48.639,50.65,38.87,58.052,53.503,53.801,59.326,62.396,46.482,54.148,49.416,52.894,59.644,46.376,64.77,58.507,41.201
B,50.351,55.15,59.831,50.23,38.889,41.488,45.21,43.057,29.476,56.401,54.43,56.883,52.206,45.794,46.399,53.919,53.495,44.189,61.93,47.654
B,32.705,50.49,41.198,72.833,37.002,38.587,55.632,44.237,55.44,48.249,60.147,48.37,58.712,13.436,60.148,56.652,59.318,56.747,49.88,54.213
B,48.854,50.829,51.894,53.243,48.105,36.38,46.084,43.286,36.692,53.933,40.922,64.306,27.098,61.291,60.19,46.278,54.118,41.324,57.071,54.681
B,53.956,68.899,46.667,41.744,36.313,52.39,20.445,46.674,29.659,32.311,57.261,71.992,37.754,43.055,61.593,61.678,61.967,39.519,51.41,57.506
B,56.692,36.023,48.595,40.874,39.27,51.697,45.925,70.11,34.056,24.803,64.294,66.222,68.195,60.543,30.112,42.405,38.297,42.355,19.328,59.559
B,55.893,32.627,50.915,59.196,51.765,41.607,56.861,45.627,60.4,45.246,51.257,46.433,61.066,45.581,38.382,58.339,32.052,44.551,50.727,65.941
B,52.932,42.028,63.147,59.946,50.567,34.855,62.398,47.259,47.671,53.427,25.198,49.888,38.038,39.111,39.286,48.404,43.68,60.706,48.726,44.441
B,59.364,68.056,56.37,47.724,67.715,51.793,55.171,44.714,25.687,43.645,55.31,34.551,44.442,46.757,72.335,46.523,51.224,51.156,51.067,41.084
B,41.904,31.228,42.664,56.545,55.619,48.559,58.403,40.098,49.463,57.336,74.521,61.652,62.593,54.38,55.321,58.515,51.039,44.323,51.631,58.547
B,49.34,50.669,56.519,40.888,76.903,55.03,53.029,62.078,62.775,41.276,67.274,35.863,55.775,56.888,61.872,57.727,58.007,68.638,45.163,53.461
B,55.056,55.205,57.823,25.704,66.531,41.669,49.61,55.903,68.893,36.292,51.875,47.48,52.713,50.326,35.899,50.829,49.797,80.857,49.398,69.384
B,53.148,37.721,44.648,58.952,78.168,37.402,54.98,49.88,52.655,29.261,40.737,49.101,53.874,59.689,53.786,49.905,57.45,63.482,52.967,50.975
B,54.179,43.889,35.871,47.205,59.972,62.188,60.727,58.151,44.979,45.488,38.832,31.985,44.765,45.118,62.76,27.808,46.142,45.813,44.475,41.133
B,57.857,64.685,66.936,39.255,56.42,60.102,53.943,44.968,39.321,30.365,37.941,42.533,40.61,52.132,72.083,54.376,51.904,76.094,57.332,44.985
B,68.454,53.548,58.226,73.594,47.11,40.83,53.846,38.664,54.245,52.866,47.458,46.583,52.769,59.337,47.842,40.313,57.102,40.973,64.081,44.224
B,53.851,57.57,49.973,46.935,45.79,47.127,54.124,47.758,51.808,56.964,43.824,52.11,35.931,44.864,50.74,63.962,39.757,52.011,55.861,69.601
B,52.977,44.012,36.049,36.936,25.968,64.658,38.108,51.068,45.4,53.213,57.814,51.208,43.56,41.804,50.676,35.608,41.476,35.561,65.036,51.182
B,52.028,59.699,65.978,55.135,65.503,54.159,50.268,58.939,50.437,30.692,57.858,37.604,63.951,47.028,71.996,49.231,53.906,41.975,33.45,41.783
B,60.544,39.827,52.19,60.97,61.737,55.386,42.577,51.109,35.231,41.596,37.25,44.354,53.452,49.144,47.667,29.948,37.888,25.759,45.925,72.968
B,50.759,58.776,42.607,53.9,58.068,53.514,49.205,58.495,52.874,55.112,73.109,43.547,55.763,62.597,43.316,50.176,53.816,54.376,33.931,51.873
B,45.358,48.189,56.66,36.342,64.179,75.812,58.233,74.357,44.639,55.131,43.372,39.557,49.862,45.894,69.944,64.272,54.864,36.173,58.822,56.824
B,39.655,58.301,46.645,39.475,45.9,40.143,38.5,54.204,44.687,41.99,24.227,59.41,57.203,48.647,47.975,47.49,39.972,41.116,51.762,39.336
B,72.565,71.017,44.151,56.153,33.541,61.942,43.881,53.787,49.204,60.779,44.834,53.671,68.032,44.3,52.708,70.019,49.0,52.433,53.17,51.596
B,56.517,55.287,64.195,49.764,51.081,43.966,50.56,64.849,50.977,44.545,40.392,38.796,38.624,36.764,43.114,41.163,66.486,55.445,68.129,51.405
B,32.633,39.069,37.885,39.621,44.568,52.833,36.908,65.104,64.5,57.611,28.798,43.699,59.646,48.381,44.745,51.154,54.075,58.553,45.768,51.611
B,43.098,59.256,61.278,59.019,52.284,52.913,72.745,37.626,73.953,45.499,48.767,48.509,39.386,55.492,55.728,28.956,54.112,35.227,55.241,68.7
B,44.687,45.249,50.62,64.791,45.996,39.229,36.663,49.032,59.213,57.62,47.784,39.6,45.663,35.174,45.015,54.823,45.424,56.909,55.337,37.434
B,71.327,66.796,48.094,38.63,62.411,58.734,68.64,71.908,45.765,34.502,45.967,68.268,59.885,64.089,55.038,39.249,56.479,57.487,37.054,46.43
B,69.878,23.978,48.505,48.027,53.056,62.112,36.884,36.053,41.956,54.635,55.851,43.164,42.921,65.085,45.737,44.657,41.912,44.691,39.46,18.982
B,47.079,64.145,45.174,48.921,55.865,46.972,52.948,42.449,58.226,59.683,58.211,32.803,51.99,43.759,65.644,54.02,59.826,61.145,35.675,60.435
B,48.976,88.995,60.4,65.965,36.968,62.614,63.502,39.316,50.101,37.98,39.954,41.959,52.467,43.471,45.938,51.223,51.079,44.512,55.999,42.989
B,56.846,67.3,42.869,64.531,56.691,40.378,63.421,45.42,34.68,60.189,56.319,47.094,52.455,37.326,41.244,45.701,43.317,45.103,39.632,54.158
B,39.625,45.972,39.753,64.506,56.374,54.987,54.615,44.192,60.547,36.435,38.256,43.026,42.218,50.193,42.395,52.121,47.48,50.251,45.965,48.605
B,65.031,37.86,50.435,44.919,58.582,64.506,63.126,56.097,68.961,57.088,53.429,51.887,71.775,43.807,43.543,37.142,48.008,51.393,57.494,50.601
B,35.862,53.867,62.356,67.205,45.955,72.455,40.299,46.158,19.669,38.939,53.163,53.39,53.49,47.551,45.865,41.14,60.735,53.246,60.935,53.925
B,47.627,22.038,42.073,58.738,43.937,56.425,52.089,46.085,40.517,56.882,46.691,57.189,69.804,57.594,58.325,46.756,47.17,38.147,57.518,54.855
B,36.566,36.2,53.777,39.692,38.046,40.492,14.104,44.172,42.463,44.784,71.275,33.549,39.44,46.21,45.326,42.391,57.903,42.14,45.602,41.312
B,58.741,59.011,68.248,51.677,50.852,40.94,61.363,40.718,39.952,47.531,27.779,54.119,64.42,58.614,44.974,56.349,58.898,52.87,41.336,56.273
B,49.759,42.27,34.578,45.411,48.099,56.975,40.467,45.899,60.414,45.954,34.184,62.102,42.967,69.742,61.417,49.302,57.196,62.919,41.933,67.686
B,43.013,35.579,41.545,30.296,59.834,44.522,35.232,48.878,51.307,47.985,53.417,56.258,52.229,48.624,52.624,51.952,55.766,48.689,41.342,57.427
B,40.543,56.669,54.094,58.022,54.138,39.704,45.708,58.894,40.015,57.049,31.631,53.998,37.109,58.128,37.995,33.646,69.051,45.549,45.348,46.147
B,53.813,53.069,50.353,42.672,43.053,41.996,60.139,50.504,48.712,41.126,61.282,53.325,55.399,52.683,43.379,45.119,51.422,47.28,41.379,51.906
B,59.641,51.883,60.985,42.694,62.894,50.219,39.403,50.142,49.555,49.764,30.737,53.665,32.998,43.003,39.836,25.745,42.082,47.092,48.376,52.655
B,52.279,50.967,33.929,43.254,56.628,29.153,32.991,40.367,53.949,49.509,27.742,41.351,61.554,36.029,59.102,67.981,37.287,39.246,62.791,43.87
B,50.5,41.489,69.387,59.609,50.261,57.869,54.493,58.588,56.352,52.301,45.758,41.656,42.343,50.033,49.626,67.662,52.821,34.661,36.291,46.915
B,38.929,61.248,60.481,49.219,53.671,67.856,41.856,46.401,54.545,37.137,47.131,58.699,48.837,61.075,50.309,51.274,25.571,70.643,45.271,44.579
B,38.835,45.657,48.124,46.455,61.045,37.312,61.724,46.956,46.974,68.534,57.395,41.977,62.343,56.155,66.353,41.288,56.365,63.358,52.616,40.293
B,42.311,60.96,61.485,46.573,55.146,28.403,41.784,58.021,64.972,37.283,66.436,50.053,47.7,40.938,42.034,37.144,60.735,46.305,47.524,48.809
B,49.631,66.468,55.425,18.009,60.873,44.07,59.753,46.451,51.203,51.344,44.093,54.695,63.202,53.908,66.321,43.839,42.875,36.868,51.146,50.932
B,73.698,45.897,39.896,46.473,50.468,52.277,61.446,48.336,58.85,50.547,50.554,50.011,51.539,46.1,37.232,51.378,54.091,51.133,48.591,49.86
B,41.884,43.577,49.129,62.012,61.798,43.114,40.244,59.885,43.568,60.91,68.174,63.097,25.802,65.038,58.18,50.15,40.554,39.788,43.389,56.982
B,63.747,58.798,54.796,45.484,55.053,48.134,51.921,36.586,49.306,32.65,45.963,47.961,51.594,46.738,35.676,40.545,61.033,46.307,43.781,43.327
B,54.641,44.649,39.385,63.526,62.124,66.327,56.549,46.354,48.309,44.101,48.625,46.827,51.531,50.498,53.447,54.462,49.205,48.427,32.545,45.344
B,40.439,37.38,63.062,61.004,36.725,37.324,57.671,61.371,41.96,36.642,49.114,43.648,54.44,59.797,54.061,63.222,53.035,40.953,55.216,62.11
B,56.155,50.446,42.823,50.115,65.378,64.005,66.497,61.508,58.353,55.34,52.432,48.4,36.687,43.133,54.531,49.864,42.622,36.789,35.854,38.917
B,53.045,43.356,62.909,49.48,35.791,57.577,44.073,70.493,30.726,46.936,61.203,42.848,49.87,36.528,47.569,35.323,48.115,45.557,44.15,68.711
B,41.326,46.927,46.755,34.785,51.916,55.276,57.57,50.233,51.203,41.655,51.634,52.388,58.038,37.68,66.341,53.447,54.318,60.327,40.306,70.063
B,51.116,55.878,38.819,36.239,53.22,53.48,59.123,57.894,69.513,33.846,50.0,69.717,70.767,53.616,45.875,40.024,49.067,46.345,51.065,42.778
B,50.159,49.838,46.54,46.101,31.959,49.357,54.739,49.794,58.973,33.572,46.252,54.288,50.402,37.691,48.037,57.511,25.421,58.534,54.453,38.351
B,56.39,54.957,62.718,27.933,54.272,35.097,55.014,57.453,50.314,66.965,45.852,28.258,55.876,60.421,58.048,52.59,83.978,37.983,35.516,63.076
B,41.448,40.412,49.131,44.659,37.425,46.868,55.586,29.573,61.153,38.072,53.948,43.825,45.898,48.919,41.489,54.789,56.734,37.492,49.839,49.768
B,59.228,51.815,61.122,61.574,46.857,59.998,41.465,55.617,38.173,46.686,70.346,52.79,48.456,25.074,36.992,49.59,45.545,40.179,46.681,45.216
B,39.731,51.199,49.24,49.428,42.833,54.317,56.567,52.8,40.535,48.676,44.938,62.072,41.892,49.482,51.09,59.93,52.557,36.499,49.317,58.392
B,72.828,57.718,49.984,50.811,54.58,51.479,45.544,32.589,47.451,36.712,62.538,67.519,55.499,62.946,37.636,41.891,39.482,50.808,53.763,59.246
B,34.68,61.379,54.069,64.001,56.692,60.662,29.932,43.073,44.655,67.569,37.032,59.514,54.253,65.289,54.92,62.265,51.604,59.214,59.83,64.819
B,50.527,47.841,59.055,65.401,37.18,51.71,40.159,63.128,49.112,55.355,49.342,56.373,41.15,55.575,58.25,35.248,63.75,37.971,60.647,46.388
B,58.775,50.905,47.576,50.196,54.003,46.236,35.47,45.218,44.817,47.144,42.586,35.559,39.201,50.848,44.109,68.755,45.933,56.235,37.34,53.603
B,49.736,58.936,43.175,70.22,45.834,51.188,51.039,40.917,39.882,43.739,59.87,51.904,43.171,46.438,64.222,51.492,41.052,60.563,36.546,52.696
B,42.035,53.7,69.356,48.88,53.275,48.543,56.528,59.462,55.095,54.403,27.264,54.338,53.858,48.851,58.038,52.216,63.397,52.326,35.66,62.337
B,50.126,55.27,48.672,48.596,53.578,42.374,49.051,44.786,69.747,39.126,32.321,42.835,64.459,45.773,47.671,68.213,40.875,40.454,71.588,53.38
B,50.102,50.622,35.628,39.511,62.161,60.626,45.498,45.244,70.729,60.424,52.746,34.728,75.04,53.748,71.111,57.648,42.08,37.534,44.129,37.615
B,38.572,52.384,55.271,50.432,45.477,50.676,48.485,56.898,59.919,38.658,24.714,62.669,50.362,52.978,47.325,57.583,35.804,62.98,55.971,44.799
B,57.263,21.865,66.226,58.09,48.691,48.309,40.906,57.556,73.233,56.124,71.864,16.367,12.593,54.957,44.376,35.725,40.387,52.906,52.64,42.672
B,34.679,32.928,45.945,40.664,48.18,55.149,58.593,49.691,56.698,56.071,39.997,53.988,60.832,63.935,57.152,51.465,58.215,68.876,58.918,60.504
B,51.879,37.479,44.636,46.366,46.701,45.703,36.255,62.151,62.777,47.251,57.442,38.171,54.251,47.362,53.4,52.629,40.59,36.265,44.017,51.627
B,63.376,59.988,54.559,43.818,51.276,55.676,58.266,54.68,44.379,39.512,50.856,58.776,49.496,57.871,66.936,47.266,52.9,54.59,56.387,41.317
B,49.65,49.374,55.907,60.643,51.449,52.728,45.991,58.453,59.3,53.402,50.95,40.208,35.557,40.804,44.196,59.054,75.575,65.779,56.751,37.196
B,43.465,39.585,61.582,69.371,43.338,46.788,54.79,37.318,41.283,55.305,44.308,50.929,60.684,51.063,51.522,68.451,54.746,52.97,39.499,63.679
B,51.905,52.243,55.158,35.75,55.636,44.483,53.119,38.876,34.554,31.517,66.88,36.564,42.617,60.895,39.743,51.836,47.521,38.776,55.502,55.946
B,55.168,49.849,34.832,34.617,61.994,54.837,47.299,63.635,39.826,60.78,52.936,36.47,53.287,60.661,51.399,57.501,63.338,48.434,62.304,45.503
B,57.812,60.085,54.083,38.102,43.674,38.033,45.017,44.064,54.11,52.644,51.387,48.792,44.551,66.915,32.945,30.229,49.1,61.03,77.373,64.318
B,50.035,63.602,50.244,61.268,38.712,39.651,45.704,48.931,56.576,46.459,68.598,39.735,40.161,44.451,77.039,48.648,31.873,43.105,52.298,64.682
B,64.24,37.84,55.317,60.859,41.137,45.816,62.651,42.111,38.023,65.244,47.113,52.375,39.815,46.382,66.959,44.491,58.682,44.475,45.218,53.648
B,58.489,57.865,42.753,65.021,64.499,55.325,56.277,35.597,46.35,70.735,57.565,40.465,38.522,62.012,59.194,56.253,38.678,47.236,44.677,44.394
B,52.564,61.11,45.279,37.204,49.842,40.737,43.37,55.356,32.891,46.068,36.594,48.849,46.962,28.295,36.343,49.059,25.435,70.94,51.339,57.3
B,45.393,33.116,49.377,46.94,58.531,26.784,47.86,39.633,61.6,48.045,62.501,44.19,50.317,48.857,51.867,48.28,48.002,59.737,58.834,46.224
B,43.488,70.394,39.82,55.342,51.269,58.239,45.506,55.038,53.469,42.082,52.014,40.687,39.795,46.906,48.739,38.056,44.056,45.905,40.707,41.402
B,41.894,78.654,60.121,65.088,42.869,41.61,54.811,39.071,56.444,36.464,57.297,52.165,67.367,48.673,54.921,59.053,48.697,53.426,54.053,50.811
B,46.01,55.416,50.326,52.361,36.544,51.092,57.244,55.512,53.838,57.953,58.499,63.826,56.615,35.907,67.944,31.911,49.662,48.66,44.75,42.079
B,61.644,54.152,62.67,58.082,49.973,43.371,49.816,42.941,50.478,36.351,45.589,32.417,50.102,55.19,50.291,47.609,41.799,77.035,74.936,61.243
B,55.487,63.902,46.774,61.075,49.56,31.581,40.065,53.005,51.612,53.296,40.97,75.488,46.818,40.841,45.34,67.803,38.434,53.38,49.565,63.605
B,58.136,48.737,53.57,34.939,44.501,57.159,46.92,57.497,45.371,46.913,45.62,47.26,69.243,38.562,52.749,38.302,54.278,53.952,47.072,44.514
B,44.012,58.549,58.599,51.372,53.15,59.912,58.998,39.296,56.173,34.251,45.697,53.79,33.165,45.855,40.81,50.42,54.721,49.105,62.195,42.919
B,55.983,53.171,48.402,54.637,42.001,59.942,54.688,51.157,40.626,37.943,57.892,51.895,38.404,32.582,57.387,56.733,61.857,53.506,52.062,47.414
B,51.552,55.012,44.242,59.182,59.587,64.764,44.102,43.11,64.41,60.686,53.022,43.496,47.27,46.263,49.949,49.844,43.172,36.617,46.913,44.696
B,51.111,55.537,35.1,46.133,37.03,34.873,47.554,39.962,56.083,46.314,54.818,59.986,76.059,34.163,46.263,39.006,51.857,41.273,66.159,56.168
B,63.294,55.448,37.969,47.842,33.836,50.153,69.894,35.428,61.899,43.714,54.103,35.242,36.104,56.486,53.593,55.373,52.121,51.331,63.39,39.539
B,25.831,49.596,39.556,34.891,67.72,62.775,64.438,60.768,31.27,45.028,43.368,41.777,58.343,56.82,54.622,60.59,51.074,48.967,57.195,33.97
B,31.434,58.253,54.461,48.911,60.048,60.775,42.642,58.854,49.921,32.8,50.963,54.307,54.516,35.434,52.803,43.532,44.787,44.874,40.033,47.247
B,73.687,51.533,46.675,62.289,40.511,42.885,47.295,56.085,59.42,58.814,42.686,51.933,64.395,60.616,41.07,46.856,53.249,37.437,37.253,53.829
